# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant
CWC27	CWC27	NM_001297644.1	protein_coding	0	0	0	15	0	0	0	0	15	0	0	0	0	0	0	0	0
CWC27	CWC27	NM_001297645.1	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
CWC27	CWC27	NM_001318000.1	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0
CWC27	CWC27	NM_001364478.1	protein_coding	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0
CWC27	CWC27	NM_005869.4	protein_coding	0	0	0	15	0	0	0	0	15	0	0	0	0	0	0	0	0
CWF19L1	CWF19L1	NM_001303404.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CWF19L1	CWF19L1	NM_001303405.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CWF19L1	CWF19L1	NM_001303406.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CWF19L1	CWF19L1	NM_001303407.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CWF19L1	CWF19L1	NM_018294.6	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CWF19L2	CWF19L2	NM_152434.2	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0
CWH43	CWH43	NM_001286791.1	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
CWH43	CWH43	NM_025087.3	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
CX3CL1	CX3CL1	NM_001304392.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CX3CL1	CX3CL1	NM_002996.6	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CXADR	CXADR	NM_001207063.2	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
CXADR	CXADR	NM_001207064.2	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
CXADR	CXADR	NM_001207065.2	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
CXADR	CXADR	NM_001207066.1	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
CXADR	CXADR	NM_001338.5	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
CXCL11	CXCL11	NM_001302123.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CXCL11	CXCL11	NM_005409.5	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CXCL12	CXCL12	NM_000609.7	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CXCL12	CXCL12	NM_001033886.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CXCL12	CXCL12	NM_001178134.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CXCL12	CXCL12	NM_001277990.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CXCL12	CXCL12	NM_199168.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CXCL13	CXCL13	NM_006419.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CXCL3	CXCL3	NM_002090.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CXXC1	CXXC1	NM_001101654.1	protein_coding	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
CXXC1	CXXC1	NM_014593.3	protein_coding	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
CXXC4	CXXC4	NM_025212.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CXXC4	CXXC4	NR_132741.2		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CXXC4-AS1	CXXC4-AS1	NR_125926.1		0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0
CXXC5	CXXC5	NM_001317199.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CXXC5	CXXC5	NM_001317200.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CXXC5	CXXC5	NM_001317201.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CXXC5	CXXC5	NM_001317202.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CXXC5	CXXC5	NM_001317203.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CXXC5	CXXC5	NM_001317204.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CXXC5	CXXC5	NM_001317205.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
CXXC5	CXXC5	NM_001317206.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CXXC5	CXXC5	NM_001317207.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CXXC5	CXXC5	NM_001317208.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CXXC5	CXXC5	NM_001317209.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CXXC5	CXXC5	NM_001317210.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CXXC5	CXXC5	NM_001317211.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CXXC5	CXXC5	NM_016463.9	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CXXC5-AS1	CXXC5-AS1	NR_149086.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
CXorf56	CXorf56	NM_001170569.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CXorf56	CXorf56	NM_001170570.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CXorf56	CXorf56	NM_022101.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CYB561A3	CYB561A3	NM_001161454.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CYB561A3	CYB561A3	NM_001300763.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CYB561A3	CYB561A3	NM_153611.5	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CYB5A	CYB5A	NM_001190807.3	protein_coding	0	0	0	11	0	0	0	0	11	0	0	0	0	0	0	0	0
CYB5A	CYB5A	NM_001914.4	protein_coding	0	0	0	11	0	0	0	0	11	0	0	0	0	0	0	0	0
CYB5A	CYB5A	NM_148923.4	protein_coding	0	0	0	11	0	0	0	0	11	0	0	0	0	0	0	0	0
CYB5D2	CYB5D2	NM_001254755.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CYB5D2	CYB5D2	NM_001254756.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CYB5D2	CYB5D2	NM_144611.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CYB5R2	CYB5R2	NM_001302826.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
CYB5R2	CYB5R2	NM_001302827.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CYB5R2	CYB5R2	NM_016229.5	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
CYB5R2	CYB5R2	NR_126508.2		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
CYB5R3	CYB5R3	NM_000398.7	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
CYB5R3	CYB5R3	NM_001129819.2	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
CYB5R3	CYB5R3	NM_001171660.1	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
CYB5R3	CYB5R3	NM_001171661.1	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
CYB5R3	CYB5R3	NM_007326.4	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
CYB5R4	CYB5R4	NM_016230.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CYB5RL	CYB5RL	NM_001031672.4	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
CYB5RL	CYB5RL	NM_001353353.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
CYB5RL	CYB5RL	NM_001353354.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
CYB5RL	CYB5RL	NM_001353356.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CYB5RL	CYB5RL	NR_148414.2		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CYBA	CYBA	NM_000101.4	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
CYCS	CYCS	NM_018947.6	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CYFIP1	CYFIP1	NM_001033028.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYFIP1	CYFIP1	NM_001287810.4	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYFIP1	CYFIP1	NM_001324119.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYFIP1	CYFIP1	NM_001324120.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYFIP1	CYFIP1	NM_001324122.3	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYFIP1	CYFIP1	NM_001324123.3	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYFIP1	CYFIP1	NM_001324124.3	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYFIP1	CYFIP1	NM_001324125.3	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYFIP1	CYFIP1	NM_001324126.3	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYFIP1	CYFIP1	NM_014608.6	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYFIP2	CYFIP2	NM_001037333.3	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
CYFIP2	CYFIP2	NM_001291721.2	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
CYFIP2	CYFIP2	NM_001291722.2	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
CYFIP2	CYFIP2	NM_014376.4	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
CYGB	CYGB	NM_134268.5	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
CYHR1	CYHR1	NM_001129888.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CYHR1	CYHR1	NM_001330618.1	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0
CYHR1	CYHR1	NM_032687.4	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CYHR1	CYHR1	NM_138496.1	protein_coding	0	1	0	7	0	0	0	0	7	0	0	0	0	0	0	0	1
CYMP	CYMP	NR_003599.2		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CYMP-AS1	CYMP-AS1	NR_108042.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
CYP11A1	CYP11A1	NM_000781.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CYP11A1	CYP11A1	NM_001099773.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CYP11B1	CYP11B1	NM_000497.3	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
CYP11B1	CYP11B1	NM_001026213.1	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
CYP19A1	CYP19A1	NM_000103.4	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
CYP19A1	CYP19A1	NM_001347248.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYP19A1	CYP19A1	NM_001347249.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYP19A1	CYP19A1	NM_001347250.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYP19A1	CYP19A1	NM_001347251.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYP19A1	CYP19A1	NM_001347252.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYP19A1	CYP19A1	NM_001347253.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYP19A1	CYP19A1	NM_001347254.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
CYP19A1	CYP19A1	NM_001347255.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
CYP19A1	CYP19A1	NM_001347256.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
CYP19A1	CYP19A1	NM_031226.3	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
CYP1B1	CYP1B1	NM_000104.3	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CYP1B1-AS1	CYP1B1-AS1	NR_027252.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CYP20A1	CYP20A1	NM_001371695.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYP20A1	CYP20A1	NM_001371696.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYP20A1	CYP20A1	NM_001371697.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYP20A1	CYP20A1	NM_001371698.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYP20A1	CYP20A1	NM_001371699.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYP20A1	CYP20A1	NM_001371700.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYP20A1	CYP20A1	NM_001371701.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYP20A1	CYP20A1	NM_001371702.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYP20A1	CYP20A1	NM_001371703.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYP20A1	CYP20A1	NM_001371704.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYP20A1	CYP20A1	NM_001371705.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYP20A1	CYP20A1	NM_001371706.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYP20A1	CYP20A1	NM_177538.3	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYP20A1	CYP20A1	NR_163981.1		0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYP20A1	CYP20A1	NR_163982.1		0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYP20A1	CYP20A1	NR_163983.1		0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYP20A1	CYP20A1	NR_163984.1		0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYP20A1	CYP20A1	NR_163985.1		0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYP24A1	CYP24A1	NM_000782.5	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CYP24A1	CYP24A1	NM_001128915.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CYP2B6	CYP2B6	NM_000767.5	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CYP2C18	CYP2C18	NM_000772.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CYP2C18	CYP2C18	NM_001128925.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CYP2C19	CYP2C19	NM_000769.4	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYP2C8	CYP2C8	NM_000770.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
CYP2C8	CYP2C8	NM_001198853.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
CYP2C8	CYP2C8	NM_001198854.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
CYP2C8	CYP2C8	NM_001198855.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
CYP2C9	CYP2C9	NM_000771.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CYP2E1	CYP2E1	NM_000773.4	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYP2F1	CYP2F1	NM_000774.5	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CYP2F1	CYP2F1	NR_135528.2		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CYP2G1P	CYP2G1P	NR_040249.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
CYP2R1	CYP2R1	NM_024514.4	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CYP2W1	CYP2W1	NM_017781.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CYP3A7	CYP3A7	NM_000765.5	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CYP3A7-CYP3A51P	CYP3A7-CYP3A51P	NM_001256497.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CYP46A1	CYP46A1	NM_006668.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYP4F11	CYP4F11	NM_001128932.1	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
CYP4F11	CYP4F11	NM_021187.3	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
CYP4F12	CYP4F12	NM_023944.4	protein_coding	0	0	0	11	0	0	0	0	11	0	0	0	0	0	0	0	0
CYP4F12	CYP4F12	NR_117085.2		0	0	0	11	0	0	0	0	11	0	0	0	0	0	0	0	0
CYP4F2	CYP4F2	NM_001082.5	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CYP4F22	CYP4F22	NM_173483.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CYP4F24P	CYP4F24P	NR_033864.1		0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYP4F3	CYP4F3	NM_000896.3	protein_coding	0	0	0	6	4	0	0	0	2	0	0	0	0	0	0	0	0
CYP4F3	CYP4F3	NM_001199208.2	protein_coding	0	0	0	6	4	0	0	0	2	0	0	0	0	0	0	0	0
CYP4F3	CYP4F3	NM_001199209.2	protein_coding	0	0	0	6	4	0	0	0	2	0	0	0	0	0	0	0	0
CYP4F3	CYP4F3	NM_001369696.1	protein_coding	0	0	0	6	4	0	0	0	2	0	0	0	0	0	0	0	0
CYP4F8	CYP4F8	NM_007253.4	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CYP4V2	CYP4V2	NM_207352.4	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYP4X1	CYP4X1	NM_001320289.1	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
CYP4X1	CYP4X1	NM_001320290.2	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
CYP4X1	CYP4X1	NM_178033.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
CYP4Z1	CYP4Z1	NM_178134.3	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
CYP4Z2P	CYP4Z2P	NR_002788.2		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
CYP7B1	CYP7B1	NM_001324112.2	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0
CYP7B1	CYP7B1	NM_004820.5	protein_coding	0	0	0	7	1	0	0	0	6	0	0	0	0	0	0	0	0
CYREN	CYREN	NM_001243749.1	protein_coding	0	1	0	2	0	1	1	0	1	0	0	0	0	0	0	0	0
CYREN	CYREN	NM_001243751.1	protein_coding	0	1	0	2	0	1	1	0	1	0	0	0	0	0	0	0	0
CYREN	CYREN	NM_001243752.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CYREN	CYREN	NM_001243753.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CYREN	CYREN	NM_001243754.1	protein_coding	0	1	0	2	0	1	1	0	1	0	0	0	0	0	0	0	0
CYREN	CYREN	NM_001243755.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CYREN	CYREN	NM_001305629.1	protein_coding	0	1	0	2	0	1	1	0	1	0	0	0	0	0	0	0	0
CYREN	CYREN	NM_001305630.1	protein_coding	0	1	0	5	0	1	1	0	4	0	0	0	0	0	0	0	0
CYREN	CYREN	NM_001363329.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CYREN	CYREN	NM_001363330.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CYREN	CYREN	NM_024033.3	protein_coding	0	1	0	2	0	1	1	0	1	0	0	0	0	0	0	0	0
CYS1	CYS1	NM_001037160.2	protein_coding	0	0	0	3	1	0	0	0	2	0	0	0	0	0	0	0	0
CYSLTR2	CYSLTR2	NM_001308465.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
CYSLTR2	CYSLTR2	NM_001308467.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
CYSLTR2	CYSLTR2	NM_001308468.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
CYSLTR2	CYSLTR2	NM_001308469.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
CYSLTR2	CYSLTR2	NM_001308470.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
CYSLTR2	CYSLTR2	NM_001308471.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
CYSLTR2	CYSLTR2	NM_001308476.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
CYSLTR2	CYSLTR2	NM_020377.5	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
CYSTM1	CYSTM1	NM_032412.4	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
CYTH1	CYTH1	NM_001292018.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
CYTH1	CYTH1	NM_001292019.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
CYTH1	CYTH1	NM_001365037.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYTH1	CYTH1	NM_001365038.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYTH1	CYTH1	NM_001365039.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYTH1	CYTH1	NM_001365040.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
CYTH1	CYTH1	NM_001365041.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
CYTH1	CYTH1	NM_004762.3	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYTH1	CYTH1	NM_017456.4	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
CYTH2	CYTH2	NM_004228.7	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CYTH2	CYTH2	NM_017457.5	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CYTH3	CYTH3	NM_001367580.1	protein_coding	0	0	0	3	1	0	0	0	2	0	0	0	0	0	0	0	0
CYTH3	CYTH3	NM_001367581.1	protein_coding	0	0	0	3	1	0	0	0	2	0	0	0	0	0	0	0	0
CYTH3	CYTH3	NM_001367582.1	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0
CYTH3	CYTH3	NM_004227.4	protein_coding	0	0	0	3	1	0	0	0	2	0	0	0	0	0	0	0	0
CYTH4	CYTH4	NM_001318024.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
CYTH4	CYTH4	NM_013385.5	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
CYTL1	CYTL1	NM_018659.3	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CYTOR	CYTOR	NR_024204.2		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CYTOR	CYTOR	NR_024205.3		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CYTOR	CYTOR	NR_024206.2		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CYTOR	CYTOR	NR_146460.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CYTOR	CYTOR	NR_146461.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
CYYR1	CYYR1	NM_001320768.2	protein_coding	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0
CYYR1	CYYR1	NM_052954.5	protein_coding	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0
CYYR1	CYYR1	NR_135472.2		0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0
CYYR1-AS1	CYYR1-AS1	NR_135515.1		0	0	0	10	0	0	0	0	9	0	1	0	0	0	0	0	0
CYYR1-AS1	CYYR1-AS1	NR_135516.1		0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0
CZ1P-ASNS	CZ1P-ASNS	NR_147989.1		0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
